request_id	correlation_id	batch_id	sample_index	qid	source_file	language	difficulty	subject	worker_dataset	gold	elapsed_ms	uenv_error_code	uenv_error_message	model_endpoint	request_time_cst	timeout_seconds	max_attempts_config	observed_server_reason
olymmath-OlymMATH-EASY-57-ZH-5c8281b0	olymmath-uenv-20260716_000508-257	olymmath-uenv-20260716_000508	257	OlymMATH-EASY-57-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	数论	olymmath-easy	1169	248045	5001	episode olymmath-OlymMATH-EASY-57-ZH-5c8281b0 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-58-ZH-9520e83d	olymmath-uenv-20260716_000508-258	olymmath-uenv-20260716_000508	258	OlymMATH-EASY-58-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	数论	olymmath-easy	4608	241573	5001	episode olymmath-OlymMATH-EASY-58-ZH-9520e83d exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-59-ZH-f8b8e46a	olymmath-uenv-20260716_000508-259	olymmath-uenv-20260716_000508	259	OlymMATH-EASY-59-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	数论	olymmath-easy	144	218861	5001	episode olymmath-OlymMATH-EASY-59-ZH-f8b8e46a exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-60-ZH-e84e807c	olymmath-uenv-20260716_000508-260	olymmath-uenv-20260716_000508	260	OlymMATH-EASY-60-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	数论	olymmath-easy	673	240813	5001	episode olymmath-OlymMATH-EASY-60-ZH-e84e807c exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-61-ZH-ead390f5	olymmath-uenv-20260716_000508-261	olymmath-uenv-20260716_000508	261	OlymMATH-EASY-61-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	数论	olymmath-easy	4\times 3^{2010}-5\times 2^{2010}+1	246921	5001	episode olymmath-OlymMATH-EASY-61-ZH-ead390f5 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-62-ZH-de640c43	olymmath-uenv-20260716_000508-262	olymmath-uenv-20260716_000508	262	OlymMATH-EASY-62-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	数论	olymmath-easy	6	240081	5001	episode olymmath-OlymMATH-EASY-62-ZH-de640c43 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-63-ZH-aa40a845	olymmath-uenv-20260716_000508-263	olymmath-uenv-20260716_000508	263	OlymMATH-EASY-63-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	数论	olymmath-easy	45	241414	5001	episode olymmath-OlymMATH-EASY-63-ZH-aa40a845 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-66-ZH-897a9f34	olymmath-uenv-20260716_000508-266	olymmath-uenv-20260716_000508	266	OlymMATH-EASY-66-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	组合	olymmath-easy	1925	240274	5001	episode olymmath-OlymMATH-EASY-66-ZH-897a9f34 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-67-ZH-41245fae	olymmath-uenv-20260716_000508-267	olymmath-uenv-20260716_000508	267	OlymMATH-EASY-67-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	\sqrt{1+\frac{\sqrt{6}}{3}}	243667	5001	episode olymmath-OlymMATH-EASY-67-ZH-41245fae exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-69-ZH-48020aa4	olymmath-uenv-20260716_000508-269	olymmath-uenv-20260716_000508	269	OlymMATH-EASY-69-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	\frac{3\sqrt{2}+\sqrt{6}}{2}	241682	5001	episode olymmath-OlymMATH-EASY-69-ZH-48020aa4 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-71-ZH-109853a5	olymmath-uenv-20260716_000508-271	olymmath-uenv-20260716_000508	271	OlymMATH-EASY-71-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	36\sqrt{3}	247785	5001	episode olymmath-OlymMATH-EASY-71-ZH-109853a5 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-72-ZH-a26d4760	olymmath-uenv-20260716_000508-272	olymmath-uenv-20260716_000508	272	OlymMATH-EASY-72-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	\frac{21\sqrt{3}}{4}	245535	5001	episode olymmath-OlymMATH-EASY-72-ZH-a26d4760 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-73-ZH-6266110e	olymmath-uenv-20260716_000508-273	olymmath-uenv-20260716_000508	273	OlymMATH-EASY-73-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	代数	olymmath-easy	2+2\sqrt{3}	260979	5001	episode olymmath-OlymMATH-EASY-73-ZH-6266110e exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-74-ZH-b5f1aa86	olymmath-uenv-20260716_000508-274	olymmath-uenv-20260716_000508	274	OlymMATH-EASY-74-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	组合	olymmath-easy	580	244014	5001	episode olymmath-OlymMATH-EASY-74-ZH-b5f1aa86 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-75-ZH-013d7da9	olymmath-uenv-20260716_000508-275	olymmath-uenv-20260716_000508	275	OlymMATH-EASY-75-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	\frac{1 + \sqrt{5}}{2}	239273	5001	episode olymmath-OlymMATH-EASY-75-ZH-013d7da9 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-77-ZH-1c0a420a	olymmath-uenv-20260716_000508-277	olymmath-uenv-20260716_000508	277	OlymMATH-EASY-77-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	代数	olymmath-easy	\frac{10057600}{3}	240121	5001	episode olymmath-OlymMATH-EASY-77-ZH-1c0a420a exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-78-ZH-f373ab20	olymmath-uenv-20260716_000508-278	olymmath-uenv-20260716_000508	278	OlymMATH-EASY-78-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	组合	olymmath-easy	16	237324	5001	episode olymmath-OlymMATH-EASY-78-ZH-f373ab20 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-80-ZH-4b4322d7	olymmath-uenv-20260716_000508-280	olymmath-uenv-20260716_000508	280	OlymMATH-EASY-80-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	代数	olymmath-easy	99	242722	5001	episode olymmath-OlymMATH-EASY-80-ZH-4b4322d7 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-81-ZH-d9f3c7f1	olymmath-uenv-20260716_000508-281	olymmath-uenv-20260716_000508	281	OlymMATH-EASY-81-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	4	245084	5001	episode olymmath-OlymMATH-EASY-81-ZH-d9f3c7f1 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-82-ZH-2aca89e2	olymmath-uenv-20260716_000508-282	olymmath-uenv-20260716_000508	282	OlymMATH-EASY-82-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	代数	olymmath-easy	2	250659	5001	episode olymmath-OlymMATH-EASY-82-ZH-2aca89e2 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-84-ZH-2626cff7	olymmath-uenv-20260716_000508-284	olymmath-uenv-20260716_000508	284	OlymMATH-EASY-84-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	代数	olymmath-easy	\pi - \arctan \frac{12}{5}	237952	5001	episode olymmath-OlymMATH-EASY-84-ZH-2626cff7 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-85-ZH-39e25710	olymmath-uenv-20260716_000508-285	olymmath-uenv-20260716_000508	285	OlymMATH-EASY-85-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	115^{\circ}	243398	5001	episode olymmath-OlymMATH-EASY-85-ZH-39e25710 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-87-ZH-901e998f	olymmath-uenv-20260716_000508-287	olymmath-uenv-20260716_000508	287	OlymMATH-EASY-87-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	组合	olymmath-easy	\frac{103}{2520}	243372	5001	episode olymmath-OlymMATH-EASY-87-ZH-901e998f exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-89-ZH-7130b911	olymmath-uenv-20260716_000508-289	olymmath-uenv-20260716_000508	289	OlymMATH-EASY-89-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	2	241935	5001	episode olymmath-OlymMATH-EASY-89-ZH-7130b911 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-90-ZH-9b627830	olymmath-uenv-20260716_000508-290	olymmath-uenv-20260716_000508	290	OlymMATH-EASY-90-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	代数	olymmath-easy	\frac{17}{12}	245144	5001	episode olymmath-OlymMATH-EASY-90-ZH-9b627830 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-92-ZH-17ce3681	olymmath-uenv-20260716_000508-292	olymmath-uenv-20260716_000508	292	OlymMATH-EASY-92-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	代数	olymmath-easy	\frac{3^{2023} + 3}{4}	243825	5001	episode olymmath-OlymMATH-EASY-92-ZH-17ce3681 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-93-ZH-eb335ff6	olymmath-uenv-20260716_000508-293	olymmath-uenv-20260716_000508	293	OlymMATH-EASY-93-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	\sqrt[4]{\frac{64}{27}}	243254	5001	episode olymmath-OlymMATH-EASY-93-ZH-eb335ff6 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-94-ZH-101c4eee	olymmath-uenv-20260716_000508-294	olymmath-uenv-20260716_000508	294	OlymMATH-EASY-94-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	7	241702	5001	episode olymmath-OlymMATH-EASY-94-ZH-101c4eee exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-95-ZH-ab93465e	olymmath-uenv-20260716_000508-295	olymmath-uenv-20260716_000508	295	OlymMATH-EASY-95-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	\frac{2\sqrt{3}+\sqrt{2}}{4}	252881	5001	episode olymmath-OlymMATH-EASY-95-ZH-ab93465e exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-97-ZH-2f811b12	olymmath-uenv-20260716_000508-297	olymmath-uenv-20260716_000508	297	OlymMATH-EASY-97-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	几何	olymmath-easy	\frac{19\sqrt{2}+11}{3}	243548	5001	episode olymmath-OlymMATH-EASY-97-ZH-2f811b12 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-EASY-98-ZH-48982574	olymmath-uenv-20260716_000508-298	olymmath-uenv-20260716_000508	298	OlymMATH-EASY-98-ZH	OlymMATH-ZH-EASY.jsonl	ZH	EASY	数论	olymmath-easy	96	248236	5001	episode olymmath-OlymMATH-EASY-98-ZH-48982574 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-1-ZH-1a03f320	olymmath-uenv-20260716_000508-301	olymmath-uenv-20260716_000508	301	OlymMATH-HARD-1-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	210	463083	5001	episode olymmath-OlymMATH-HARD-1-ZH-1a03f320 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-3-ZH-f5dd2b9c	olymmath-uenv-20260716_000508-303	olymmath-uenv-20260716_000508	303	OlymMATH-HARD-3-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	8	236549	5001	episode olymmath-OlymMATH-HARD-3-ZH-f5dd2b9c exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-4-ZH-89552550	olymmath-uenv-20260716_000508-304	olymmath-uenv-20260716_000508	304	OlymMATH-HARD-4-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	241 + 44\sqrt{30}	243408	5001	episode olymmath-OlymMATH-HARD-4-ZH-89552550 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-5-ZH-80fbdaa8	olymmath-uenv-20260716_000508-305	olymmath-uenv-20260716_000508	305	OlymMATH-HARD-5-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\frac{\sqrt{51}}{6}	243504	5001	episode olymmath-OlymMATH-HARD-5-ZH-80fbdaa8 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-6-ZH-7a8bf7fb	olymmath-uenv-20260716_000508-306	olymmath-uenv-20260716_000508	306	OlymMATH-HARD-6-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	\frac{1}{315}	250668	5001	episode olymmath-OlymMATH-HARD-6-ZH-7a8bf7fb exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-7-ZH-2090672b	olymmath-uenv-20260716_000508-307	olymmath-uenv-20260716_000508	307	OlymMATH-HARD-7-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\sqrt{55}	234404	5001	episode olymmath-OlymMATH-HARD-7-ZH-2090672b exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-9-ZH-a29cafa2	olymmath-uenv-20260716_000508-309	olymmath-uenv-20260716_000508	309	OlymMATH-HARD-9-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\sqrt[4]{3}	240825	5001	episode olymmath-OlymMATH-HARD-9-ZH-a29cafa2 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-10-ZH-8f24f30c	olymmath-uenv-20260716_000508-310	olymmath-uenv-20260716_000508	310	OlymMATH-HARD-10-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	285120	247327	5001	episode olymmath-OlymMATH-HARD-10-ZH-8f24f30c exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-11-ZH-efcba783	olymmath-uenv-20260716_000508-311	olymmath-uenv-20260716_000508	311	OlymMATH-HARD-11-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	110	245218	5001	episode olymmath-OlymMATH-HARD-11-ZH-efcba783 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-12-ZH-6f5179b3	olymmath-uenv-20260716_000508-312	olymmath-uenv-20260716_000508	312	OlymMATH-HARD-12-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	1364850	285906	5001	episode olymmath-OlymMATH-HARD-12-ZH-6f5179b3 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-13-ZH-00f878c4	olymmath-uenv-20260716_000508-313	olymmath-uenv-20260716_000508	313	OlymMATH-HARD-13-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	[3,193-132\sqrt{2}]	245094	5001	episode olymmath-OlymMATH-HARD-13-ZH-00f878c4 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-14-ZH-d66a42fe	olymmath-uenv-20260716_000508-314	olymmath-uenv-20260716_000508	314	OlymMATH-HARD-14-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	600	240757	5001	episode olymmath-OlymMATH-HARD-14-ZH-d66a42fe exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-15-ZH-26d98bf4	olymmath-uenv-20260716_000508-315	olymmath-uenv-20260716_000508	315	OlymMATH-HARD-15-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	932604	246157	5001	episode olymmath-OlymMATH-HARD-15-ZH-26d98bf4 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-16-ZH-7387b3f8	olymmath-uenv-20260716_000508-316	olymmath-uenv-20260716_000508	316	OlymMATH-HARD-16-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	1296	463193	5001	episode olymmath-OlymMATH-HARD-16-ZH-7387b3f8 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-17-ZH-c2d66105	olymmath-uenv-20260716_000508-317	olymmath-uenv-20260716_000508	317	OlymMATH-HARD-17-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	9	247205	5001	episode olymmath-OlymMATH-HARD-17-ZH-c2d66105 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-18-ZH-047ec6ba	olymmath-uenv-20260716_000508-318	olymmath-uenv-20260716_000508	318	OlymMATH-HARD-18-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	-\frac{4\sqrt{3}}{3}	243584	5001	episode olymmath-OlymMATH-HARD-18-ZH-047ec6ba exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-20-ZH-d9d106d6	olymmath-uenv-20260716_000508-320	olymmath-uenv-20260716_000508	320	OlymMATH-HARD-20-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	12 \times 2^{2022} - 24	247027	5001	episode olymmath-OlymMATH-HARD-20-ZH-d9d106d6 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-21-ZH-a4b8426f	olymmath-uenv-20260716_000508-321	olymmath-uenv-20260716_000508	321	OlymMATH-HARD-21-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	14	250871	5001	episode olymmath-OlymMATH-HARD-21-ZH-a4b8426f exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-22-ZH-cfbf748c	olymmath-uenv-20260716_000508-322	olymmath-uenv-20260716_000508	322	OlymMATH-HARD-22-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	\frac{7}{12}	244495	5001	episode olymmath-OlymMATH-HARD-22-ZH-cfbf748c exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-23-ZH-c505d398	olymmath-uenv-20260716_000508-323	olymmath-uenv-20260716_000508	323	OlymMATH-HARD-23-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	2^2023	241586	5001	episode olymmath-OlymMATH-HARD-23-ZH-c505d398 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-24-ZH-51ba09fb	olymmath-uenv-20260716_000508-324	olymmath-uenv-20260716_000508	324	OlymMATH-HARD-24-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\left[2, \frac{4}{3}\sqrt{3}\right)	464109	5001	episode olymmath-OlymMATH-HARD-24-ZH-51ba09fb exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
